Mes,Dia,Año,Fecha,Número,Tipo de servicio,Situación reportada,area,Fecha de corte,Estado,Orden de trabajo generada,Demora en respuesta,LAT,LNG
10,21,2022,21/10/2022,12545,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio público (veredas),DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,25/10/2022,FINALIZADO,NO,4,-36.888.706,-60.336.609
10,21,2022,21/10/2022,12546,OBRAS PÚBLICAS,Otra situación no contemplada,DIRECCIÓN DE MANTENIMIENTO URBANO,21/10/2022,PROCESO,NO,0,-36.915.451,-60.286.152
10,21,2022,21/10/2022,12547,OBRAS PÚBLICAS,Calles urbanas: calzada asfáltica con baches,DIRECCIÓN DE MANTENIMIENTO URBANO,24/10/2022,PROCESO,NO,3,-36.892.967,-60.333.244
10,21,2022,21/10/2022,12548,"PARQUES, PLAZAS Y ESPACIOS PÚBLICOS",Mobiliario: mantenimiento a monumento u ornamentación,DIRECCIÓN DE DESARROLLO URBANO Y OBRAS CIVILES,24/10/2022,PROCESO,NO,3,-36.888.512,-60.322.346
10,23,2022,23/10/2022,12549,OBRAS PÚBLICAS,Otra situación no contemplada,SUBSECRETARIA DE OBRAS PÚBLICAS,24/10/2022,PROCESO,NO,1,-36.894.035,-60.331.730
10,24,2022,24/10/2022,12550,ZOONOSIS,Animales domésticos: sanitariamente descuidados,DIRECCIÓN DE BROMATOLOGIA,17/11/2022,FINALIZADO,NO,24,-36.905.964,-60.337.215
10,24,2022,24/10/2022,12551,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio público (veredas de terrenos cerrados),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,02/11/2022,FINALIZADO,NO,9,-36.902.924,-60.334.248
10,24,2022,24/10/2022,12552,VIALIDAD,Reductor de velocidad: solicitar nuevo,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,24/10/2022,PROCESO,NO,0,-36.949.615,-60.255.180
10,24,2022,24/10/2022,12553,HIGIENE Y CONTROL URBANO,Barrido domiciliario: no hay barrido,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,22/12/2022,FINALIZADO,NO,59,-36.899.406,-60.298.885
10,24,2022,24/10/2022,12554,ZOONOSIS,Animales domésticos: sueltos en la via pública,DIRECCIÓN DE BROMATOLOGIA,17/11/2022,FINALIZADO,NO,24,-36.929.092,-60.319.386
10,24,2022,24/10/2022,12555,ZOONOSIS,Control de plagas / fumigación: roedores,DIRECCIÓN DE BROMATOLOGIA,13/12/2022,FINALIZADO,NO,50,-36.935.608,-60.155.445
10,24,2022,24/10/2022,12556,HABILITACIONES,Falta de habilitación,DIRECCIÓN DE HABILITACIONES,24/10/2022,PROCESO,NO,0,-36.931.614,-60.165.867
10,24,2022,24/10/2022,12557,Tránsito,Estacionamiento: vehículos estacionados en lugar no permitido,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,26/10/2022,FINALIZADO,NO,2,-36.931.614,-60.165.867
10,25,2022,25/10/2022,12558,HABILITACIONES,Falta de habilitación,DIRECCIÓN DE HABILITACIONES,25/10/2022,PROCESO,NO,0,-36.947.586,-60.112.980
10,25,2022,25/10/2022,12559,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio público (veredas),DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,25/10/2022,FINALIZADO,NO,0,-36.902.077,-60.331.501
10,25,2022,25/10/2022,12560,OBRAS PÚBLICAS,Nomenclador de calles: con falta de mantenimiento,DIRECCIÓN DE DESARROLLO URBANO Y OBRAS CIVILES,25/10/2022,PROCESO,NO,0,-36.887.737,-60.328.190
10,25,2022,25/10/2022,12561,VIALIDAD,Reductor de velocidad: solicitar nuevo,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,25/10/2022,PROCESO,NO,0,-36.926.323,-60.297.482
10,25,2022,25/10/2022,12562,HIGIENE Y CONTROL URBANO,En estado o inclinación peligrosa: árboles,DIRECCIÓN DE DEFENSA CIVIL,17/11/2022,FINALIZADO,NO,23,-36.906.834,-60.328.827
10,25,2022,25/10/2022,12563,Tránsito,Circulación de vehículos: ruidos molestos,ATENCIÓN OLAVARRIA INTERACTIVA,25/10/2022,CANCELADO,NO,0,-36.904.816,-60.356.403
10,25,2022,25/10/2022,12564,CONTROL AMBIENTAL,Agua: arrojo de aguas servidas domiciliarias a la via pública,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,27/10/2022,FINALIZADO,NO,2,-36.910.370,-60.312.710
10,25,2022,25/10/2022,12565,ZOONOSIS,Animales domésticos: sueltos en la via pública,DIRECCIÓN DE BROMATOLOGIA,17/11/2022,FINALIZADO,NO,23,-36.894.810,-60.305.317
10,25,2022,25/10/2022,12566,HABILITACIONES,Calidad de alimentos: venta de alimentos con fecha caducada,DIRECCIÓN DE BROMATOLOGIA,28/10/2022,FINALIZADO,NO,3,-36.876.041,-60.337.833
10,26,2022,26/10/2022,12567,ZOONOSIS,Animales domésticos: sueltos en la via pública,DIRECCIÓN DE BROMATOLOGIA,17/11/2022,FINALIZADO,NO,22,-36.900.784,-60.332.478
10,26,2022,26/10/2022,12568,OBRAS PÚBLICAS,Hidráulica: pedido de obra,SUBSECRETARIA DE OBRAS PÚBLICAS,26/10/2022,PROCESO,NO,0,-36.893.574,-60.288.727
10,26,2022,26/10/2022,12569,ZOONOSIS,Animales domésticos: sanitariamente descuidados,DIRECCIÓN DE BROMATOLOGIA,01/11/2022,FINALIZADO,NO,6,-36.878.090,-60.327.335
10,26,2022,26/10/2022,12570,CONTROL AMBIENTAL,Olores y humos: en una industria,DIRECCIÓN DE DESARROLLO SUSTENTABLE,27/10/2022,PROCESO,NO,1,-36.953.350,-60.264.259
10,27,2022,27/10/2022,12571,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio privado (baldío abierto),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,27/10/2022,PROCESO,NO,0,-36.881.195,-60.308.186
10,27,2022,27/10/2022,12572,Control ambiental,Otra situación no contemplada,ATENCIÓN OLAVARRIA INTERACTIVA,28/10/2022,CANCELADO,NO,1,-36.860.458,-60.304.741
10,28,2022,28/10/2022,12573,ZOONOSIS,Animales domésticos: sueltos en la via pública,DIRECCIÓN DE BROMATOLOGIA,01/11/2022,FINALIZADO,NO,4,-36.894.272,-60.293.957
10,28,2022,28/10/2022,12574,VIALIDAD,Reductor de velocidad: solicitar nuevo,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,17/11/2022,FINALIZADO,NO,20,-36.921.032,-60.310.070
10,31,2022,31/10/2022,12575,ZOONOSIS,Control de plagas / fumigación: roedores,DIRECCIÓN DE BROMATOLOGIA,12/12/2022,FINALIZADO,NO,42,-36.901.855,-60.315.792
10,31,2022,31/10/2022,12576,OBRAS PÚBLICAS,Calles urbanas: calzada asfáltica con baches,DIRECCIÓN DE MANTENIMIENTO URBANO,31/10/2022,PROCESO,NO,0,-36.905.998,-60.307.407
10,31,2022,31/10/2022,12577,Obras públicas,Gas: pedido de ampliación de red,ATENCIÓN OLAVARRIA INTERACTIVA,31/10/2022,CANCELADO,NO,0,-36.911.366,-60.346.958
10,31,2022,31/10/2022,12578,HIGIENE Y CONTROL URBANO,Recolección de residuos domiliciarios: no hay recolección,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,17/11/2022,FINALIZADO,NO,17,-36.890.202,-60.323.036
10,31,2022,31/10/2022,12579,HABILITACIONES,Higiene y limpieza comercial,DIRECCIÓN DE BROMATOLOGIA,17/11/2022,FINALIZADO,NO,17,-36.897.495,-60.317.142
10,31,2022,31/10/2022,12580,HABILITACIONES,Calidad de alimentos: venta de alimentos con fecha caducada,DIRECCIÓN DE BROMATOLOGIA,01/11/2022,FINALIZADO,NO,1,-36.909.992,-60.315.842
10,31,2022,31/10/2022,12581,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio privado (baldío abierto),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,31/10/2022,PROCESO,NO,0,-36.876.999,-60.329.922
10,31,2022,31/10/2022,12582,VIALIDAD,Reductor de velocidad: solicitar nuevo,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,31/10/2022,PROCESO,NO,0,-36.910.683,-60.316.654
11,1,2022,01/11/2022,12583,HIGIENE Y CONTROL URBANO,En estado o inclinación peligrosa: postes (Cablevisión),DIRECCIÓN DE DEFENSA CIVIL,04/11/2022,FINALIZADO,NO,3,-36.889.843,-60.332.306
11,1,2022,01/11/2022,12584,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio privado (casa abandonada),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,01/11/2022,PROCESO,NO,0,-36.898.396,-60.332.062
11,1,2022,01/11/2022,12585,ZOONOSIS,Animales domésticos: sueltos en la via pública,DIRECCIÓN DE BROMATOLOGIA,17/11/2022,FINALIZADO,NO,16,-36.869.286,-60.317.188
11,1,2022,01/11/2022,12586,ÁRBOLES EN VIA PÚBLICA,Arbolado: pedido de extracción en via pública,DISEÑO DE PARQUES Y ESPACIO PÚBLICO,1/11/2022,PROCESO,NO,0,-36.897.717,-60.307.209
11,1,2022,01/11/2022,12587,VIALIDAD,Señalización vial: solicitar nueva,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,9/11/2022,FINALIZADO,NO,8,-36.897.717,-60.307.209
11,2,2022,02/11/2022,12588,TRANSPORTE  PÚBLICO,Incumplimiento de parada,SUBSECRETARÍA DE GOBIERNO,2/11/2022,PROCESO,NO,0,-36.944.473,-60.269.993
11,2,2022,02/11/2022,12589,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio privado (baldío abierto),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,2/11/2022,PROCESO,NO,0,-36.876.823,-60.328.022
11,2,2022,02/11/2022,12590,Tránsito,Estacionamiento: vehículos estacionados en lugar no permitido,ATENCIÓN OLAVARRIA INTERACTIVA,2/11/2022,CANCELADO,NO,0,-36.904.030,-60.330.296
11,2,2022,02/11/2022,12591,ZOONOSIS,Control de plagas / fumigación: roedores,DIRECCIÓN DE BROMATOLOGIA,12/12/2022,FINALIZADO,NO,40,-36.876.781,-60.328.133
11,2,2022,02/11/2022,12592,HABILITACIONES,Higiene y limpieza comercial,DIRECCIÓN DE BROMATOLOGIA,7/11/2022,FINALIZADO,NO,5,-36.908.249,-60.314.415
11,2,2022,02/11/2022,12593,HIGIENE Y CONTROL URBANO,Barrido domiciliario: no hay barrido,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,18/11/2022,FINALIZADO,NO,16,-36.892.948,-60.308.605
11,2,2022,02/11/2022,12594,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio privado (casa abandonada),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,2/11/2022,PROCESO,NO,0,-36.908.241,-60.343.597
11,2,2022,02/11/2022,12595,HIGIENE Y CONTROL URBANO,Basural a cielo abierto,DIRECCIÓN DE MANTENIMIENTO URBANO,2/11/2022,PROCESO,NO,0,-36.899.101,-60.285.809
11,2,2022,02/11/2022,12596,ZOONOSIS,Animales domésticos: sueltos en la via pública,DIRECCIÓN DE BROMATOLOGIA,10/11/2022,FINALIZADO,NO,8,-36.858.261,-60.159.016
11,3,2022,03/11/2022,12597,HIGIENE Y CONTROL URBANO,Barrido domiciliario: no hay barrido,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,15/11/2022,FINALIZADO,NO,12,-36.915.150,-60.321.465
11,3,2022,03/11/2022,12598,ZOONOSIS,Animales domésticos: sueltos en la via pública,DIRECCIÓN DE BROMATOLOGIA,8/11/2022,FINALIZADO,NO,5,-36.924.191,-60.321.033
11,3,2022,03/11/2022,12599,Obras particulares,Obra en construcción: sin habilitación,DIRECCIÓN DE OBRAS PARTICULARES,3/11/2022,PROCESO,NO,0,-36.885.876,-60.326.954
11,3,2022,03/11/2022,12600,Tránsito,Estacionamiento: vehículos estacionados en lugar no permitido,ATENCIÓN OLAVARRIA INTERACTIVA,4/11/2022,CANCELADO,NO,1,-36.915.684,-60.319.290
11,4,2022,04/11/2022,12601,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio público (veredas),DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,8/11/2022,FINALIZADO,NO,4,-36.884.052,-60.323.517
11,4,2022,04/11/2022,12602,CONTROL AMBIENTAL,Agua: arrojo de aguas servidas domiciliarias a la via pública,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,10/11/2022,FINALIZADO,NO,6,-36.916.061,-60.307.133
11,4,2022,04/11/2022,12603,CONTROL AMBIENTAL,Agua: arrojo de aguas servidas domiciliarias a la via pública,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,23/11/2022,FINALIZADO,NO,19,-36.891.911,-60.307.793
11,4,2022,04/11/2022,12604,ZOONOSIS,Animales domésticos: sueltos en la via pública,DIRECCIÓN DE BROMATOLOGIA,8/11/2022,FINALIZADO,NO,4,-36.923.092,-60.317.295
11,4,2022,04/11/2022,12605,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio público (veredas),DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,9/11/2022,FINALIZADO,NO,5,-36.935.593,-60.155.109
11,4,2022,04/11/2022,12606,OBRAS PÚBLICAS,Hidráulica: limpieza de boca de tormenta,DIRECCIÓN DE HIDRÁULICA,04/11/2022,PROCESO,NO,0,-36.891.113,-60.310.680
11,4,2022,04/11/2022,12607,HABILITACIONES,Higiene y limpieza comercial,DIRECCIÓN DE BROMATOLOGIA,28/11/2022,FINALIZADO,NO,24,-36.898.594,-60.317.963
11,4,2022,04/11/2022,12608,Tránsito,Estacionamiento: vehículos abandonados,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,08/11/2022,FINALIZADO,NO,4,-36.903.843,-60.312.626
11,7,2022,07/11/2022,12609,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio privado (baldío abierto),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,07/11/2022,PROCESO,NO,0,-36.902.802,-60.296.406
11,7,2022,07/11/2022,12610,OBRAS PÚBLICAS,Calles urbanas: calzada de tierra con baches,DIRECCIÓN DE MANTENIMIENTO URBANO,07/11/2022,PROCESO,NO,0,-36.880.913,-60.344.711
11,7,2022,07/11/2022,12611,HIGIENE Y CONTROL URBANO,Barrido domiciliario: no hay barrido,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,17/11/2022,FINALIZADO,NO,10,-36.891.438,-60.323.627
11,7,2022,07/11/2022,12612,ÁRBOLES EN VIA PÚBLICA,Arbolado: pedido de poda en vía pública,DISEÑO DE PARQUES Y ESPACIO PÚBLICO,07/11/2022,PROCESO,NO,0,-36.899.536,-60.302.319
11,7,2022,07/11/2022,12613,HIGIENE Y CONTROL URBANO,Barrido domiciliario: no hay barrido,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,05/12/2022,FINALIZADO,NO,28,-36.885.136,-60.304.829
11,7,2022,07/11/2022,12614,ZOONOSIS,Animales domésticos: sueltos en la via pública,DIRECCIÓN DE BROMATOLOGIA,15/11/2022,FINALIZADO,NO,8,-36.871.334,-60.313.789
11,8,2022,08/11/2022,12615,HIGIENE Y CONTROL URBANO,Recolección de residuos domiliciarios: no hay recolección,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,15/11/2022,Finalizado,NO,7,-36.880.138,-60.296.860
11,8,2022,08/11/2022,12616,OBRAS PÚBLICAS,Iluminación: lampara sin funcionamiento o deficiente,DIRECCIÓN DE DESARROLLO URBANO Y OBRAS CIVILES,08/11/2022,PROCESO,NO,0,-36.880.272,-60.298.302
11,8,2022,08/11/2022,12617,OBRAS PÚBLICAS,Otra situación no contemplada,SUBSECRETARIA DE OBRAS PÚBLICAS,08/11/2022,PROCESO,NO,0,-36.879.688,-60.297.565
11,8,2022,08/11/2022,12618,OBRAS PÚBLICAS,Hidráulica: limpieza de zanjas o canales,DIRECCIÓN DE HIDRÁULICA,09/11/2022,Finalizado,NO,1,-36.880.276,-60.297.550
11,8,2022,08/11/2022,12619,VIALIDAD,Señalización vial: solicitar nueva,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,08/11/2022,PROCESO,NO,0,-36.894.676,-60.321.644
11,8,2022,08/11/2022,12620,OBRAS PÚBLICAS,Otra situación no contemplada,DIRECCIÓN DE PAVIMENTACIÓN Y CORDÓN CUNETA,08/11/2022,PROCESO,NO,0,-36.890.923,-60.316.410
11,9,2022,09/11/2022,12621,HABILITACIONES,Falta de habilitación,DIRECCIÓN DE HABILITACIONES,09/11/2022,PROCESO,NO,0,-36.878.391,-60.331.730
11,9,2022,09/11/2022,12622,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio privado (baldío abierto),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,09/11/2022,PROCESO,NO,0,-36.904.289,-60.335.892
11,9,2022,09/11/2022,12623,HIGIENE Y CONTROL URBANO,Recolección de residuos domiliciarios: no hay recolección,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,18/11/2022,Finalizado,NO,9,-36.905.140,-60.330.360
11,9,2022,09/11/2022,12624,OBRAS PÚBLICAS,Iluminación: lampara sin funcionamiento o deficiente,DIRECCIÓN DE DESARROLLO URBANO Y OBRAS CIVILES,23/11/2022,Finalizado,NO,14,-36.907.951,-60.326.691
11,9,2022,09/11/2022,12625,HIGIENE Y CONTROL URBANO,Recolección de residuos domiliciarios: no hay recolección,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,17/11/2022,Finalizado,NO,8,-36.881.447,-60.286.385
11,9,2022,09/11/2022,12626,ZOONOSIS,Animales domésticos: sanitariamente descuidados,DIRECCIÓN DE BROMATOLOGIA,17/11/2022,Finalizado,NO,8,-36.932.678,-60.289.669
11,9,2022,09/11/2022,12627,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio privado (baldío abierto),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,09/11/2022,PROCESO,NO,0,-36.888.958,-60.334.816
11,10,2022,10/11/2022,12628,HIGIENE Y CONTROL URBANO,Recolección de residuos domiliciarios: recolección deficiente,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,15/11/2022,Finalizado,NO,5,-36.912.640,-60.317.539
11,10,2022,10/11/2022,12629,HIGIENE Y CONTROL URBANO,Barrido domiciliario: no hay barrido,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,15/11/2022,Finalizado,NO,5,-36.912.640,-60.317.539
11,10,2022,10/11/2022,12630,HIGIENE Y CONTROL URBANO,Barrido domiciliario: no hay barrido,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,17/11/2022,Finalizado,NO,7,-36.899.837,-60.307.083
11,10,2022,10/11/2022,12631,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio privado (casa abandonada),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,10/11/2022,PROCESO,NO,0,-36.899.963,-60.306.938
11,10,2022,10/11/2022,12632,HIGIENE Y CONTROL URBANO,Barrido domiciliario: no hay barrido,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,17/11/2022,Finalizado,NO,7,-36.906.834,-60.328.827
11,10,2022,10/11/2022,12633,VIALIDAD,Señalización vial: solicitar nueva,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,19/12/2022,FINALIZADO,NO,39,-36.888.821,-60.309.547
11,10,2022,10/11/2022,12634,HIGIENE Y CONTROL URBANO,En estado o inclinación peligrosa: postes (Telefonica),DIRECCIÓN DE DEFENSA CIVIL,29/11/2022,Finalizado,NO,19,-36.877.407,-60.320.805
11,10,2022,10/11/2022,12635,HIGIENE Y CONTROL URBANO,Recolección de residuos domiliciarios: no hay recolección,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,28/11/2022,Finalizado,NO,18,-36.865.891,-60.277.092
11,11,2022,11/11/2022,12636,HIGIENE Y CONTROL URBANO,Recolección de residuos domiliciarios: no hay recolección,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,05/12/2022,Finalizado,NO,24,-36.888.897,-60.304.283
11,11,2022,11/11/2022,12637,ZOONOSIS,Animales domésticos: sueltos en la via pública,DIRECCIÓN DE BROMATOLOGIA,28/11/2022,Finalizado,NO,17,-36.891.769,-60.311.512
11,12,2022,12/11/2022,12638,Obras públicas,Mantenimiento: iluminación deficiente,ATENCIÓN OLAVARRIA INTERACTIVA,16/11/2022,CANCELADO,NO,4,-36.869.179,-60.313.198
11,14,2022,14/11/2022,12639,ATENCIÓN DEL PERSONAL MUNICIPAL,Otra situación no contemplada,ATENCIÓN OLAVARRIA INTERACTIVA,15/11/2022,CANCELADO,NO,1,-36.918.995,-60.311.363
11,15,2022,15/11/2022,12640,OBRAS PÚBLICAS,"Calles urbanas: calzada asfáltica rota, hundida o levantada",DIRECCIÓN DE MANTENIMIENTO URBANO,15/11/2022,PROCESO,NO,0,-36.895.630,-60.299.080
11,15,2022,15/11/2022,12641,OBRAS PÚBLICAS,Cloacas: daños a privados por obra pública,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,15/11/2022,PROCESO,NO,0,-36.888.599,-60.304.062
11,15,2022,15/11/2022,12642,ZOONOSIS,Animales domésticos: sueltos en la via pública,DIRECCIÓN DE BROMATOLOGIA,28/11/2022,Finalizado,NO,13,-36.917.271,-60.315.094
11,16,2022,16/11/2022,12643,OBRAS PÚBLICAS,Caminos rurales: falta mantenimiento de rutina,DIRECCIÓN DE CAMINOS RURALES,16/11/2022,PROCESO,NO,0,-36.867.474,-60.344.719
11,16,2022,16/11/2022,12644,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio privado (baldío abierto),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,16/11/2022,PROCESO,NO,0,-36.953.041,-60.251.942
11,16,2022,16/11/2022,12645,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio privado (baldío abierto),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,16/11/2022,PROCESO,NO,0,-36.879.734,-60.314.819
11,16,2022,16/11/2022,12646,HIGIENE Y CONTROL URBANO,Barrido domiciliario: no hay barrido,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,15/12/2022,FINALIZADO,NO,29,-36.904.213,-60.317.799
11,16,2022,16/11/2022,12647,ZOONOSIS,Animales domésticos: sueltos en la via pública,DIRECCIÓN DE BROMATOLOGIA,02/12/2022,Finalizado,NO,16,-36.875.851,-60.320.721
11,16,2022,16/11/2022,12648,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio privado (casa abandonada),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,17/11/2022,PROCESO,NO,1,-36.894.970,-60.325.535
11,17,2022,17/11/2022,12649,OBRAS PÚBLICAS,Calles urbanas: calzada de tierra empantanada,DIRECCIÓN DE MANTENIMIENTO URBANO,17/11/2022,PROCESO,NO,0,-36.906.986,-60.286.266
11,17,2022,17/11/2022,12650,OBRAS PÚBLICAS,Calles urbanas: calzada de tierra con baches,DIRECCIÓN DE MANTENIMIENTO URBANO,17/11/2022,PROCESO,NO,0,-36.889.805,-60.353.397
11,17,2022,17/11/2022,12651,HIGIENE Y CONTROL URBANO,En estado o inclinación peligrosa: árboles,DIRECCIÓN DE DEFENSA CIVIL,28/11/2022,Finalizado,NO,11,-36.894.608,-60.327.652
11,17,2022,17/11/2022,12652,OBRAS PÚBLICAS,Hidráulica: limpieza de boca de tormenta,DIRECCIÓN DE HIDRÁULICA,17/11/2022,PROCESO,NO,0,-36.879.082,-60.320.568
11,17,2022,17/11/2022,12653,HABILITACIONES,Higiene y limpieza comercial,DIRECCIÓN DE BROMATOLOGIA,28/11/2022,Finalizado,NO,11,-36.877.907,-60.331.547
11,17,2022,17/11/2022,12654,Hospitales y centros periféricos de salud,Otra situación no contemplada,ATENCIÓN OLAVARRIA INTERACTIVA,17/11/2022,CANCELADO,NO,0,-36.884.541,-60.313.061
11,17,2022,17/11/2022,12655,VIALIDAD,Reductor de velocidad: solicitar nuevo,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,17/11/2022,PROCESO,NO,0,-36.906.506,-60.330.124
11,17,2022,17/11/2022,12656,ZOONOSIS,Animales domésticos: sanitariamente descuidados,DIRECCIÓN DE BROMATOLOGIA,02/12/2022,Finalizado,NO,15,-36.876.244,-60.343.914
11,17,2022,17/11/2022,12657,CONTROL AMBIENTAL,Agua: arrojo de aguas servidas domiciliarias a la via pública,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,24/11/2022,Finalizado,NO,7,-36.917.591,-60.314.720
11,17,2022,17/11/2022,12658,ZOONOSIS,Animales domésticos: sueltos en la via pública,DIRECCIÓN DE BROMATOLOGIA,28/11/2022,Finalizado,NO,11,-36.917.591,-60.314.720
11,17,2022,17/11/2022,12659,CULTURA,Otra situación no contemplada,ATENCIÓN OLAVARRIA INTERACTIVA,18/11/2022,CANCELADO,NO,1,-36.904.785,-60.322.224
11,18,2022,18/11/2022,12660,ZOONOSIS,Animales domésticos: sueltos en la via pública,DIRECCIÓN DE BROMATOLOGIA,02/12/2022,Finalizado,NO,14,-36.902.218,-60.303.001
11,18,2022,18/11/2022,12661,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio privado (baldío abierto),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,18/11/2022,PROCESO,NO,0,-36.891.483,-60.303.139
11,18,2022,18/11/2022,12662,ZOONOSIS,Animales domésticos: sueltos en la via pública,DIRECCIÓN DE BROMATOLOGIA,02/12/2022,Finalizado,NO,14,-36.915.443,-60.302.811
11,22,2022,22/11/2022,12663,HIGIENE Y CONTROL URBANO,Barrido domiciliario: no hay barrido,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,13/12/2022,FINALIZADO,NO,21,-36.903.004,-60.309.418
11,22,2022,22/11/2022,12664,ZOONOSIS,Animales domésticos: sanitariamente descuidados,DIRECCIÓN DE BROMATOLOGIA,02/12/2022,Finalizado,NO,10,-36.917.435,-60.305.302
11,22,2022,22/11/2022,12665,ZOONOSIS,Control de plagas / fumigación: roedores,DIRECCIÓN DE BROMATOLOGIA,22/11/2022,PROCESO,NO,0,-36.874.969,-60.320.225
11,22,2022,22/11/2022,12666,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio privado (baldío abierto),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,22/11/2022,PROCESO,NO,0,-36.906.937,-60.334.629
11,22,2022,22/11/2022,12667,ZOONOSIS,Animales domésticos: sanitariamente descuidados,DIRECCIÓN DE BROMATOLOGIA,02/12/2022,Finalizado,NO,10,-36.928.543,-60.318.714
11,22,2022,22/11/2022,12668,HABILITACIONES,Higiene y limpieza comercial,DIRECCIÓN DE BROMATOLOGIA,24/11/2022,Finalizado,NO,2,-36.902.126,-60.302.673
11,23,2022,23/11/2022,12669,ZOONOSIS,Animales domésticos: sueltos en la via pública,DIRECCIÓN DE BROMATOLOGIA,02/12/2022,Finalizado,NO,9,-36.909.470,-60.310.253
11,23,2022,23/11/2022,12670,OBRAS PÚBLICAS,Hidráulica: limpieza de boca de tormenta,DIRECCIÓN DE HIDRÁULICA,24/11/2022,Finalizado,NO,1,-36.895.428,-60.319.031
